seqnames,starts,ends,set,gene_name,gene_start,diff_next,diff_prev
chr11,33443767,33640375,test,KIAA1549L,33542071,158730.0,285400.0
chr11,33602497,33799105,test,C11orf91,33700801,35644.0,158730.0
chr11,33638141,33834749,test,CD59,33736445,38098.0,35644.0
chr11,33676239,33872847,test,FBXO3,33774543,117746.0,38098.0
chr11,33793985,33990593,test,LMO2,33892289,159393.0,117746.0
chr11,33953378,34149986,test,CAPRIN1,34051682,53919.0,159393.0
chr11,34007297,34203905,test,NAT10,34105601,252407.0,53919.0
chr11,34259704,34456312,test,ABTB2,34358008,80916.0,252407.0
chr11,34340620,34537228,test,CAT,34438924,74881.0,80916.0
chr11,34415501,34612109,test,ELF5,34513805,107287.0,74881.0
chr11,34522788,34719396,test,EHF,34621092,294736.0,107287.0
chr11,34817524,35014132,test,PDHX,34915828,671.0,294736.0
chr11,34818195,35014803,test,APIP,34916499,222370.0,671.0
chr11,35040565,35237173,test,CD44,35138869,281194.0,222370.0
chr11,35321759,35518367,test,SLC1A2,35420063,110237.0,281194.0
chr11,35431996,35628604,test,PAMR1,35530300,88118.0,110237.0
chr11,35520114,35716722,test,FJX1,35618418,44386.0,88118.0
chr11,35564500,35761108,test,TRIM44,35662804,281176.0,44386.0
chr11,35845676,36042284,test,LDLRAD3,35943980,345469.0,281176.0
chr11,36191145,36387753,test,COMMD9,36289449,6838.0,345469.0
chr11,36197983,36394591,test,PRR5L,36296287,213985.0,6838.0
chr11,36411968,36608576,test,TRAF6,36510272,436.0,213985.0
chr11,36412404,36609012,test,RAG1,36510708,83784.0,436.0
chr11,36496188,36692796,test,C11orf74,36594492,3787.0,83784.0
chr11,36499975,36696583,test,RAG2,36598279,4861494.0,3787.0
chr11,41361469,41558077,test,LRRC4C,41459773,1852189.0,4861494.0
chr11,43213658,43410266,test,API5,43311962,46969.0,1852189.0
chr11,43260627,43457235,test,TTC17,43358931,321748.0,46969.0
chr11,43582375,43778983,test,HSD17B12,43680679,200131.0,321748.0
chr11,43782506,43979114,test,ALKBH3,43880810,44531.0,200131.0
chr11,43827037,44023645,test,C11orf96,43925341,122639.0,44531.0
chr11,43949676,44146284,test,ACCSL,44047980,17944.0,122639.0
chr11,43967620,44164228,test,ACCS,44065924,29624.0,17944.0
chr11,43997244,44193852,test,EXT2,44095548,214618.0,29624.0
chr11,44211862,44408470,test,ALX4,44310166,254260.0,214618.0
chr11,44466122,44662730,test,CD82,44564426,162038.0,254260.0
chr11,44628160,44824768,test,TSPAN18,44726464,224842.0,162038.0
chr11,44853002,45049610,test,TP53I11,44951306,144499.0,224842.0
chr11,44997501,45194109,test,PRDM11,45095805,190514.0,144499.0
chr11,45188015,45384623,test,SYT13,45286319,379303.0,190514.0
chr11,45567318,45763926,test,CHST1,45665622,138449.0,379303.0
chr11,45705767,45902375,test,SLC35C1,45804071,43046.0,138449.0
chr11,45748813,45945421,test,CRY2,45847117,38533.0,43046.0
chr11,45787346,45983954,test,MAPK8IP1,45885650,21632.0,38533.0
chr11,45808978,46005586,test,C11orf94,45907282,11530.0,21632.0
chr11,45820508,46017116,test,PEX16,45918812,2808.0,11530.0
chr11,45823316,46019924,test,LARGE2,45921620,199558.0,2808.0
chr11,46022874,46219482,test,PHF21A,46121178,156482.0,199558.0
chr11,46179356,46375964,test,CREB3L1,46277660,55244.0,156482.0
chr11,46234600,46431208,test,DGKZ,46332904,47851.0,55244.0
chr11,46282451,46479059,test,MDK,46380755,5853.0,47851.0
chr11,46288304,46484912,test,CHRM4,46386608,207517.0,5853.0
chr11,46495821,46692429,test,AMBRA1,46594125,23401.0,207517.0
chr11,46519222,46715830,test,ATG13,46617526,383.0,23401.0
chr11,46519605,46716213,test,HARBI1,46617909,82690.0,383.0
chr11,46602295,46798903,test,ARHGAP1,46700599,218.0,82690.0
chr11,46602513,46799121,test,ZNF408,46700817,18362.0,218.0
chr11,46620875,46817483,test,F2,46719179,127129.0,18362.0
chr11,46748004,46944612,test,CKAP5,46846308,72334.0,127129.0
chr11,46820338,47016946,test,LRP4,46918642,18046.0,72334.0
chr11,46838384,47034992,test,C11orf49,46936688,240437.0,18046.0
chr11,47078821,47275429,test,ARFGAP2,47177125,9318.0,240437.0
chr11,47088139,47284747,test,PACSIN3,47186443,28021.0,9318.0
chr11,47116160,47312768,test,DDB2,47214464,33835.0,28021.0
chr11,47149995,47346603,test,NR1H3,47248299,607.0,33835.0
chr11,47150602,47347210,test,ACP2,47248906,20254.0,607.0
chr11,47170856,47367464,test,MADD,47269160,83542.0,20254.0
chr11,47254398,47451006,test,MYBPC3,47352702,25874.0,83542.0
chr11,47280272,47476880,test,SPI1,47378576,28555.0,25874.0
chr11,47308827,47505435,test,SLC39A13,47407131,19342.0,28555.0
chr11,47328169,47524777,test,PSMC3,47426473,22705.0,19342.0
chr11,47350874,47547482,test,RAPSN,47449178,116157.0,22705.0
chr11,47467031,47663639,test,CELF1,47565335,461.0,116157.0
chr11,47467492,47664100,test,PTPMT1,47565796,13213.0,461.0
chr11,47480705,47677313,test,KBTBD4/NDUFS3,47579009/47579015,6.0,13213.0
chr11,47488388,47684996,test,FAM180B,47586692,7967.0,7677.0
chr11,47496355,47692963,test,C1QTNF4,47594659,47964.0,7967.0
chr11,47544319,47740927,test,MTCH2,47642623,72766.0,47964.0
chr11,47617085,47813693,test,AGBL2,47715389,52054.0,72766.0
chr11,47669139,47865747,test,FNBP4,47767443,81112.0,52054.0
chr11,47750251,47946859,test,NUP160,47848555,132002.0,81112.0
chr11,47882253,48078861,test,PTPRJ,47980557,236234.0,132002.0
chr11,48118487,48315095,test,OR4B1,48216791,47069.0,236234.0
chr11,48165556,48362164,test,OR4X1,48263860,42362.0,47069.0
chr11,48207918,48404526,test,OR4S1,48306222,18697.0,42362.0
chr11,48226615,48423223,test,OR4C3,48324919,41546.0,18697.0
chr11,48268161,48464769,test,OR4C5,48366465,122251.0,41546.0
chr11,48390412,48587020,test,OR4A47,48488716,1463674.0,122251.0
chr11,49854086,50050694,train,OR4C13,49952390,30145.0,1463674.0
chr11,49884231,50080839,train,OR4C12,49982535,5279646.0,30145.0
chr11,55163877,55360485,valid,TRIM48,55262181,81019.0,5279646.0
chr11,55244896,55441504,valid,OR4A16,55343200,24683.0,81019.0
chr11,55269579,55466187,valid,OR4A15,55367883,186423.0,24683.0
chr11,55456002,55652610,valid,OR4C15,55554306,50092.0,186423.0
chr11,55506094,55702702,valid,OR4C11,55604398,33959.0,50092.0
chr11,55540053,55736661,valid,OR4P4,55638357,12546.0,33959.0
chr11,55552599,55749207,valid,OR4S2,55650903,14263.0,12546.0
chr11,55566862,55763470,valid,OR4C6,55665166,130389.0,14263.0
chr11,55697251,55893859,valid,OR5D14,55795555,24074.0,130389.0
chr11,55721325,55917933,valid,OR5D18,55819629,7589.0,24074.0
chr11,55728914,55925522,valid,OR5L2,55827218,11533.0,7589.0
chr11,55740447,55937055,valid,OR5D16,55838751,44545.0,11533.0
chr11,55784992,55981600,valid,TRIM51,55883296,31286.0,44545.0
chr11,55816278,56012886,valid,OR5W2,55914582,190435.0,31286.0
chr11,56006713,56203321,train,OR8H2,56105017,17355.0,190435.0
chr11,56024068,56220676,train,OR8H3,56122372,15346.0,17355.0
chr11,56039414,56236022,train,OR8J3,56137718,22599.0,15346.0
chr11,56062013,56258621,train,OR8K5,56160317,16300.0,22599.0
chr11,56078313,56274921,train,OR5J2,56176617,56568.0,16300.0
chr11,56134881,56331489,train,OR5T2,56233185,19014.0,56568.0
chr11,56153895,56350503,train,OR5T3,56252199,23439.0,19014.0
chr11,56177334,56373942,train,OR5T1,56275638,15452.0,23439.0
chr11,56192786,56389394,train,OR8H1,56291090,54948.0,15452.0
chr11,56247734,56444342,train,OR8K1,56346038,14176.0,54948.0
chr11,56261910,56458518,train,OR8J1,56360214,15409.0,14176.0
chr11,56277319,56473927,train,OR8U1,56375623,87778.0,15409.0
chr11,56365097,56561705,train,OR5M9,56463401,7096.0,87778.0
chr11,56372193,56568801,train,OR5M3,56470497,20873.0,7096.0
chr11,56393066,56589674,train,OR5M8,56491370,51887.0,20873.0
chr11,56444953,56641561,train,OR5M11,56543257,34464.0,51887.0
chr11,56479417,56676025,train,OR5M10,56577721,35781.0,34464.0
chr11,56515198,56711806,train,OR5M1,56613502,28969.0,35781.0
chr11,56544167,56740775,train,OR5AP2,56642471,57916.0,28969.0
chr11,56602083,56798691,train,OR9G1,56700387,43424.0,57916.0
chr11,56645507,56842115,train,OR9G4,56743811,245060.0,43424.0
chr11,56890567,57087175,train,OR5AK2,56988871,192875.0,245060.0
chr11,57083442,57280050,train,LRRC55,57181746,55568.0,192875.0
chr11,57139010,57335618,train,APLNR,57237314,87638.0,55568.0
chr11,57226648,57423256,train,TNKS1BP1,57324952,10925.0,87638.0
chr11,57237573,57434181,train,SSRP1,57335877,2496.0,10925.0
chr11,57240069,57436677,train,P2RX3,57338373,42777.0,2496.0
chr11,57282846,57479454,train,PRG3,57381150,9507.0,42777.0
chr11,57292353,57488961,train,PRG2,57390657,36923.0,9507.0
chr11,57329276,57525884,train,SLC43A3,57427580,32968.0,36923.0
chr11,57362244,57558852,train,RTN4RL2,57460548,55238.0,32968.0
chr11,57417482,57614090,train,SLC43A1,57515786,15017.0,55238.0
chr11,57432499,57629107,train,TIMM10,57530803,11837.0,15017.0
chr11,57444336,57640944,train,SMTNL1,57542640,25644.0,11837.0
chr11,57469980,57666588,train,UBE2L6,57568284,29102.0,25644.0
chr11,57499082,57695690,train,SERPING1,57597386,52558.0,29102.0
chr11,57551640,57748248,train,YPEL4,57649944,7071.0,52558.0
chr11,57558711,57755319,train,CLP1,57657015,10731.0,7071.0
chr11,57569442,57766050,train,ZDHHC5,57667746,44577.0,10731.0
chr11,57614019,57810627,train,MED19,57712323,276.0,44577.0
chr11,57614295,57810903,train,TMX2,57712599,28650.0,276.0
chr11,57642945,57839553,train,SELENOH,57741249,10532.0,28650.0
chr11,57653477,57850085,train,BTBD18,57751781,1461.0,10532.0
chr11,57654938,57851546,train,CTNND1,57753242,270638.0,1461.0
chr11,57925576,58122184,train,OR9Q1,58023880,7049.0,270638.0
chr11,57932625,58129233,train,OR6Q1,58030929,88515.0,7049.0
chr11,58021140,58217748,train,OR9I1,58119444,70989.0,88515.0
chr11,58092129,58288737,train,OR9Q2,58190433,13748.0,70989.0
chr11,58105877,58302485,train,OR1S2,58204181,24737.0,13748.0
chr11,58130614,58327222,train,OR10Q1,58228918,39342.0,24737.0
chr11,58169956,58366564,train,OR10W1,58268260,90809.0,39342.0
chr11,58260765,58457373,train,OR5B17,58359069,44340.0,90809.0
chr11,58305105,58501713,train,OR5B3,58403409,19904.0,44340.0
chr11,58325009,58521617,train,OR5B2,58423313,16860.0,19904.0
chr11,58341869,58538477,train,OR5B12,58440173,67932.0,16860.0
chr11,58409801,58606409,train,OR5B21,58508105,70115.0,67932.0
chr11,58479916,58676524,train,LPXN,58578220,890.0,70115.0
chr11,58480806,58677414,train,ZFP91,58579110,43562.0,890.0
chr11,58524368,58720976,train,CNTF,58622672,109302.0,43562.0
chr11,58633670,58830278,train,GLYAT,58731974,172241.0,109302.0
chr11,58805911,59002519,train,GLYATL2,58904215,1182.0,172241.0
chr11,58807093,59003701,train,GLYATL1,58905397,180909.0,1182.0
chr11,58988002,59184610,train,GLYATL1P3,59086306,20878.0,180909.0
chr11,59008880,59205488,train,FAM111B,59107184,35587.0,20878.0
chr11,59044467,59241075,train,FAM111A,59142771,28658.0,35587.0
chr11,59073125,59269733,train,DTX4,59171429,41522.0,28658.0
chr11,59114647,59311255,train,MPEG1,59212951,151460.0,41522.0
chr11,59266107,59462715,train,OR5AN1,59364411,58565.0,151460.0
chr11,59324672,59521280,train,OR5A2,59422976,20167.0,58565.0
chr11,59344839,59541447,train,OR5A1,59443143,13794.0,20167.0
chr11,59358633,59555241,train,OR4D6,59456937,20435.0,13794.0
chr11,59379068,59575676,train,OR4D10,59477372,26203.0,20435.0
chr11,59405271,59601879,train,OR4D11,59503575,11337.0,26203.0
chr11,59416608,59613216,train,OR4D9,59514912,101232.0,11337.0
chr11,59517840,59714448,train,OSBP,59616144,52836.0,101232.0
chr11,59570676,59767284,train,PATL1,59668980,44884.0,52836.0
chr11,59615560,59812168,train,OR10V1,59713864,41194.0,44884.0
chr11,59656754,59853362,train,STX3,59755058,55814.0,41194.0
chr11,59712568,59909176,train,MRPL16,59810872,34629.0,55814.0
chr11,59747197,59943805,train,GIF,59845501,21074.0,34629.0
chr11,59768271,59964879,train,TCN1,59866575,173699.0,21074.0
chr11,59941970,60138578,train,OOSP2,60040274,16312.0,173699.0
chr11,59958282,60154890,train,MS4A3,60056586,31674.0,16312.0
chr11,59989956,60186564,train,MS4A2,60088260,96406.0,31674.0
chr11,60086362,60282970,train,MS4A6A,60184666,58422.0,96406.0
chr11,60144784,60341392,train,MS4A4E,60243088,37452.0,58422.0
chr11,60182236,60378844,train,MS4A4A,60280540,54290.0,37452.0
chr11,60236526,60433134,train,MS4A6E,60334830,43651.0,54290.0
chr11,60280177,60476785,train,MS4A7,60378481,17532.0,43651.0
chr11,60297709,60494317,train,MS4A14,60396013,33575.0,17532.0
chr11,60331284,60527892,train,MS4A5,60429588,26163.0,33575.0
chr11,60357447,60554055,train,MS4A1,60455751,37026.0,26163.0
chr11,60394473,60591081,train,MS4A12,60492777,22635.0,37026.0
chr11,60417108,60613716,train,MS4A13,60515412,184161.0,22635.0
chr11,60601269,60797877,train,MS4A8,60699573,29730.0,184161.0
chr11,60630999,60827607,train,MS4A18,60729303,27649.0,29730.0
chr11,60658648,60855256,train,MS4A15,60756952,28395.0,27649.0
chr11,60687043,60883651,train,MS4A10,60785347,56723.0,28395.0
chr11,60743766,60940374,train,CCDC86,60842070,13901.0,56723.0
chr11,60757667,60954275,train,PTGDR2,60855971,11590.0,13901.0
chr11,60769257,60965865,train,ZP1,60867561,39027.0,11590.0
chr11,60808284,61004892,train,PRPF19,60906588,7285.0,39027.0
chr11,60815569,61012177,train,TMEM109,60913873,10589.0,7285.0
chr11,60826158,61022766,train,TMEM132A,60924462,28068.0,10589.0
chr11,60854226,61050834,train,SLC15A3,60952530,19149.0,28068.0
chr11,60873375,61069983,train,CD6,60971679,130715.0,19149.0
chr11,61004090,61200698,train,CD5,61102394,59223.0,130715.0
chr11,61063313,61259921,train,VPS37C,61161617,41762.0,59223.0
chr11,61105075,61301683,train,PGA3,61203379,18836.0,41762.0
chr11,61123911,61320519,train,PGA4,61222215,18826.0,18836.0
chr11,61142737,61339345,train,PGA5,61241041,54383.0,18826.0
chr11,61197120,61393728,train,VWCE,61295424,38124.0,54383.0
chr11,61235244,61431852,train,TKFC,61333548,9025.0,38124.0
chr11,61244269,61440877,train,DDB1,61342573,19427.0,9025.0
chr11,61263696,61460304,train,CYB561A3,61362000,299.0,19427.0
chr11,61263995,61460603,train,TMEM138,61362299,29387.0,299.0
chr11,61293382,61489990,train,TMEM216,61391686,38345.0,29387.0
chr11,61331727,61528335,train,CPSF7/SDHAF2,61430031/61430041,10.0,38345.0
chr11,61331878,61528486,train,RP11-286N22.8,61430182,50937.0,141.0
chr11,61382815,61579423,train,PPP1R32,61481119,27680.0,50937.0
chr11,61410495,61607103,train,LRRC10B,61508799,72349.0,27680.0
chr11,61482844,61679452,train,SYT7,61581148,99284.0,72349.0
chr11,61582128,61778736,train,DAGLA,61680432,72216.0,99284.0
chr11,61654344,61850952,train,MYRF,61752648,39988.0,72216.0
chr11,61694332,61890940,train,TMEM258,61792636,166.0,39988.0
chr11,61694498,61891106,train,FEN1,61792802,23453.0,166.0
chr11,61717951,61914559,train,FADS2,61816255,13063.0,23453.0
chr11,61731014,61927622,train,FADS1,61829318,62733.0,13063.0
chr11,61793747,61990355,train,FADS3,61892051,28218.0,62733.0
chr11,61821965,62018573,train,RAB3IL1,61920269,29551.0,28218.0
chr11,61851516,62048124,train,BEST1,61949820,17840.0,29551.0
chr11,61869356,62065964,train,FTH1,61967660,156312.0,17840.0
chr11,62025668,62222276,train,INCENP,62123972,66243.0,156312.0
chr11,62091911,62288519,train,SCGB1D1,62190215,18452.0,66243.0
chr11,62110363,62306971,train,SCGB2A1,62208667,33542.0,18452.0
chr11,62143905,62340513,train,SCGB1D2,62242209,27945.0,33542.0
chr11,62171850,62368458,train,SCGB2A2,62270154,28910.0,27945.0
chr11,62200760,62397368,train,SCGB1D4,62299064,38383.0,28910.0
chr11,62239143,62435751,train,ASRGL1,62337447,67655.0,38383.0
chr11,62306798,62503406,train,SCGB1A1,62405102,151133.0,67655.0
chr11,62457931,62654539,train,AHNAK,62556235,17851.0,151133.0
chr11,62475782,62672390,train,EEF1G,62574086,18091.0,17851.0
chr11,62493873,62690481,train,TUT1,62592177,9663.0,18091.0
chr11,62503536,62700144,train,MTA2,62601840,10571.0,9663.0
chr11,62514107,62710715,train,ROM1,62612411,302.0,10571.0
chr11,62514409,62711017,train,EML3,62612713,9462.0,302.0
chr11,62523871,62720479,train,B3GAT3,62622175,24551.0,9462.0
chr11,62548422,62745030,train,GANAB,62646726,6576.0,24551.0
chr11,62554998,62751606,train,INTS5,62653302,11915.0,6576.0
chr11,62566913,62763521,train,C11orf98,62665217,91.0,11915.0
chr11,62567004,62763612,train,METTL12,62665308,5975.0,91.0
chr11,62572979,62769587,train,LBHD1,62671283,491.0,5975.0
chr11,62573470,62770078,train,UQCC3,62671774,7343.0,491.0
chr11,62580813,62777421,train,UBXN1,62679117,10782.0,7343.0
chr11,62591595,62788203,train,LRRN4CL,62689899,17758.0,10782.0
chr11,62609353,62805961,train,GNG3,62707657,2188.0,17758.0
chr11,62611541,62808149,train,BSCL2,62709845,17504.0,2188.0
chr11,62629045,62825653,train,HNRNPUL2,62727349,719.0,17504.0
chr11,62629764,62826372,train,TTC9C,62728068,26120.0,719.0
chr11,62655884,62852492,train,ZBTB3,62754188,7355.0,26120.0
chr11,62663239,62859847,train,POLR2G,62761543,14106.0,7355.0
chr11,62677345,62873953,train,TAF6L,62775649,11765.0,14106.0
chr11,62689110,62885718,train,TMEM179B,62787414,4607.0,11765.0
chr11,62693717,62890325,train,TMEM223,62792021,14281.0,4607.0
chr11,62707998,62904606,train,NXF1,62806302,25786.0,14281.0
chr11,62733784,62930392,train,STX5,62832088,715.0,25786.0
chr11,62734499,62931107,train,RP11-727F15.14,62832803,8815.0,715.0
chr11,62743314,62939922,train,WDR74,62841618,14483.0,8815.0
chr11,62757797,62954405,train,SLC3A2,62856101,65706.0,14483.0
chr11,62823503,63020111,train,CHRM1,62921807,63176.0,65706.0
chr11,62886679,63083287,train,SLC22A6,62984983,30856.0,63176.0
chr11,62917535,63114143,train,SLC22A8,63015839,122027.0,30856.0
chr11,63039562,63236170,train,SLC22A10,63137866,6355.0,122027.0
chr11,63045917,63242525,train,SLC22A24,63144221,85431.0,6355.0
chr11,63131348,63327956,train,SLC22A25,63229652,140136.0,85431.0
chr11,63271484,63468092,train,SLC22A9,63369788,121406.0,140136.0
chr11,63392890,63589498,train,HRASLS5,63491194,14889.0,121406.0
chr11,63407779,63604387,train,LGALS12,63506083,30725.0,14889.0
chr11,63438504,63635112,train,RARRES3,63536808,26575.0,30725.0
chr11,63465079,63661687,train,HRASLS2,63563383,53500.0,26575.0
chr11,63518579,63715187,train,PLA2G16,63616883,55038.0,53500.0
chr11,63573617,63770225,train,ATL3,63671921,9524.0,55038.0
chr11,63583141,63779749,train,RTN3,63681445,87330.0,9524.0
chr11,63670471,63867079,train,C11orf95,63768775,44612.0,87330.0
chr11,63715083,63911691,train,C11orf84,63813387,25540.0,44612.0
chr11,63740623,63937231,train,MARK2,63838927,77917.0,25540.0
chr11,63818540,64015148,train,RCOR2,63916844,22149.0,77917.0
chr11,63840689,64037297,train,NAA40,63938993,35613.0,22149.0
chr11,63876302,64072910,train,COX8A,63974606,11246.0,35613.0
chr11,63887548,64084156,train,OTUB1,63985852,117335.0,11246.0
chr11,64004883,64201491,train,FLRT1,64103187,62874.0,117335.0
chr11,64067757,64264365,train,MACROD1,64166061,19210.0,62874.0
chr11,64086967,64283575,train,STIP1,64185271,21406.0,19210.0
chr11,64108373,64304981,train,FERMT3,64206677,19193.0,21406.0
chr11,64127566,64324174,train,TRPT1,64225870,70.0,19193.0
chr11,64127636,64324244,train,NUDT22,64225940,4746.0,70.0
chr11,64132382,64328990,train,DNAJC4,64230686,3851.0,4746.0
chr11,64136233,64332841,train,VEGFB,64234537,6466.0,3851.0
chr11,64142699,64339307,train,FKBP2,64241003,5935.0,6466.0
chr11,64148634,64345242,train,PPP1R14B,64246938,4584.0,5935.0
chr11,64153218,64349826,train,PLCB3,64251522,18815.0,4584.0
chr11,64172033,64368641,train,GPR137,64270337,14332.0,18815.0
chr11,64186365,64382973,train,BAD,64284669,6655.0,14332.0
chr11,64193020,64389628,train,KCNK4,64291324,9066.0,6655.0
chr11,64202086,64398694,train,TEX40,64300390,5181.0,9066.0
chr11,64207267,64403875,train,ESRRA,64305571,12513.0,5181.0
chr11,64219780,64416388,train,TRMT112/PRDX5,64318084/64318087,3.0,12513.0
chr11,64241918,64438526,train,CCDC88B,64340222,18925.0,22135.0
chr11,64260843,64457451,train,RPS6KA4,64359147,196478.0,18925.0
chr11,64457321,64653929,train,SLC22A11,64555625,35015.0,196478.0
chr11,64492336,64688944,train,SLC22A12,64590640,132548.0,35015.0
chr11,64624884,64821492,train,NRXN2,64723188,22268.0,132548.0
chr11,64647152,64843760,train,RASGRP2,64745456,14841.0,22268.0
chr11,64661993,64858601,train,PYGM,64760297,18489.0,14841.0
chr11,64680482,64877090,train,SF1,64778786,24455.0,18489.0
chr11,64704937,64901545,train,MAP4K2,64803241,8053.0,24455.0
chr11,64712990,64909598,train,MEN1,64811294,33275.0,8053.0
chr11,64746265,64942873,train,CDC42BPG,64844569,43727.0,33275.0
chr11,64789992,64986600,train,EHD1,64888296,28952.0,43727.0
chr11,64818944,65015552,train,ATG2A,64917248,304.0,28952.0
chr11,64819248,65015856,train,PPP2R5B,64917552,18336.0,304.0
chr11,64837584,65034192,train,GPHA2,64935888,36197.0,18336.0
chr11,64873781,65070389,train,MAJIN,64972085,24960.0,36197.0
chr11,64898741,65095349,train,BATF2,64997045,17067.0,24960.0
chr11,64915808,65112416,train,ARL2,65014112,13295.0,17067.0
chr11,64929103,65125711,train,SNX15,65027407,13493.0,13295.0
chr11,64942596,65139204,train,SAC3D1,65040900,17649.0,13493.0
chr11,64960245,65156853,train,NAALADL1,65058549,25602.0,17649.0
chr11,64985847,65182455,train,CDCA5,65084151,71.0,25602.0
chr11,64985918,65182526,train,ZFPL1,65084222,5101.0,71.0
chr11,64991019,65187627,train,TMEM262/VPS51,65089323/65089375,52.0,5101.0
chr11,65013556,65210164,train,TM7SF2,65111860,5848.0,22485.0
chr11,65019404,65216012,train,ZNHIT2,65117708,4765.0,5848.0
chr11,65024169,65220777,train,FAU,65122473,2028.0,4765.0
chr11,65026197,65222805,train,MRPL49,65124501,10032.0,2028.0
chr11,65036229,65232837,train,SYVN1,65134533,35620.0,10032.0
chr11,65071849,65268457,train,SPDYC,65170153,11040.0,35620.0
chr11,65082889,65279497,train,CAPN1,65181193,80568.0,11040.0
chr11,65163457,65360065,train,POLA2,65261761,53056.0,80568.0
chr11,65216513,65413121,train,CDC42EP2,65314817,18936.0,53056.0
chr11,65235449,65432057,train,DPF2,65333753,21013.0,18936.0
chr11,65256462,65453070,train,TIGD3,65354766,28935.0,21013.0
chr11,65285397,65482005,train,SLC25A45,65383701,2897.0,28935.0
chr11,65288294,65484902,train,FRMD8,65386598,138478.0,2897.0
chr11,65426772,65623380,train,SCYL1,65525076,33854.0,138478.0
chr11,65460626,65657234,train,LTBP3,65558930,11499.0,33854.0
chr11,65472125,65668733,train,SSSCA1,65570429,1919.0,11499.0
chr11,65474044,65670652,train,FAM89B,65572348,3689.0,1919.0
chr11,65477733,65674341,train,EHBP1L1,65576037,19959.0,3689.0
chr11,65497692,65694300,train,KCNK7,65595996,18253.0,19959.0
chr11,65515945,65712553,train,MAP3K11,65614249,1523.0,18253.0
chr11,65517468,65714076,train,PCNX3,65615772,22324.0,1523.0
chr11,65539792,65736400,train,SIPA1,65638096,24998.0,22324.0
chr11,65564790,65761398,train,RELA,65663094,48901.0,24998.0
chr11,65613691,65810299,train,KAT5,65711995,8952.0,48901.0
chr11,65622643,65819251,train,RNASEH2C,65720947,59855.0,8952.0
chr11,65682498,65879106,train,AP5B1,65780802,6219.0,59855.0
chr11,65688717,65885325,train,OVOL1,65787021,46619.0,6219.0
chr11,65735336,65931944,train,SNX32,65833640,26421.0,46619.0
chr11,65761757,65958365,train,MUS81,65860061,1885.0,26421.0
chr11,65763642,65960250,train,CFL1,65861946,11646.0,1885.0
chr11,65775288,65971896,train,EFEMP2,65873592,6216.0,11646.0
chr11,65781504,65978112,train,CTSW,65879808,8731.0,6216.0
chr11,65790235,65986843,train,FIBP,65888539,1572.0,8731.0
chr11,65791807,65988415,train,CCDC85B,65890111,10462.0,1572.0
chr11,65802269,65998877,train,FOSL1,65900573,18544.0,10462.0
chr11,65820813,66017421,train,C11orf68,65919117,139.0,18544.0
chr11,65820952,66017560,train,DRAP1,65919256,26188.0,139.0
chr11,65847140,66043748,train,TSGA10IP,65945444,16244.0,26188.0
chr11,65863384,66059992,train,SART1,65961688,40390.0,16244.0
chr11,65903774,66100382,train,EIF1AD,66002078,98.0,40390.0
chr11,65903872,66100480,train,BANF1,66002176,9664.0,98.0
chr11,65913536,66110144,train,CST6,66011840,14677.0,9664.0
chr11,65928213,66124821,train,CATSPER1,66026517,22663.0,14677.0
chr11,65950876,66147484,train,GAL3ST3,66049180,1548.0,22663.0
chr11,65952424,66149032,train,SF3B2,66050728,19725.0,1548.0
chr11,65972149,66168757,train,PACS1,66070453,186840.0,19725.0
chr11,66158989,66355597,train,KLC2,66257293,11239.0,186840.0
chr11,66170228,66366836,train,RAB1B,66268532,9657.0,11239.0
chr11,66179885,66376493,train,CNIH2,66278189,10981.0,9657.0
chr11,66190866,66387474,train,YIF1A,66289170,2699.0,10981.0
chr11,66193565,66390173,train,TMEM151A,66291869,25175.0,2699.0
chr11,66218740,66415348,train,CD248,66317044,19796.0,25175.0
chr11,66238536,66435144,train,RIN1,66336840,8285.0,19796.0
chr11,66246821,66443429,train,BRMS1,66345125,2567.0,8285.0
chr11,66249388,66445996,train,B4GAT1,66347692,24522.0,2567.0
chr11,66273910,66470518,train,SLC29A2,66372214,48789.0,24522.0
chr11,66322699,66519307,train,NPAS4,66421003,45735.0,48789.0
chr11,66368434,66565042,train,MRPL11/PELI3,66466738/66466744,6.0,45735.0
chr11,66381708,66578316,train,DPP3,66480012,30593.0,13268.0
chr11,66412301,66608909,train,BBS1,66510605,35633.0,30593.0
chr11,66447934,66644542,train,ZDHHC24,66546238,156.0,35633.0
chr11,66448090,66644698,train,ACTN3,66546394,22447.0,156.0
chr11,66470537,66667145,train,CTSF,66568841,23979.0,22447.0
chr11,66494516,66691124,train,CCDC87,66592820,263.0,23979.0
chr11,66494779,66691387,train,CCS,66593083,23498.0,263.0
chr11,66518277,66714885,train,RBM14,66616581,22035.0,23498.0
chr11,66540312,66736920,train,RBM4,66638616,39305.0,22035.0
chr11,66579617,66776225,train,RBM4B,66677921,51305.0,39305.0
chr11,66630922,66827530,train,SPTBN2,66729226,15224.0,51305.0
chr11,66646146,66842754,train,C11orf80,66744450,98961.0,15224.0
chr11,66745107,66941715,train,RCE1,66843411,13235.0,98961.0
chr11,66758342,66954950,train,LRFN4,66856646,101730.0,13235.0
chr11,66860072,67056680,train,PC,66958376,16900.0,101730.0
chr11,66876972,67073580,train,C11orf86,66975276,31501.0,16900.0
chr11,66908473,67105081,train,SYT12,67006777,50040.0,31501.0
